"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","playerid"
"Carlos Leandro","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.14","4.13","8.52","7.30","7.43","","0.0","0.0","sa3005831"
"Stiven Montilla","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.08","4.01","7.77","7.46","7.43","","0.0","0.0","sa3006514"
"Lisander Brito","SEA","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.09","4.05","7.89","7.49","7.45","","0.0","0.0","sa3008704"
"Denny Larrondo","NYY","0","0","1.0","0","0","0","0","0","1","1","0","1","1","2.08","4.85","7.95","7.44","7.47","","0.0","0.0","sa3010654"
"Johan Otanez","WSN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.12","3.84","8.08","7.49","7.47","","0.0","0.0","sa3009782"
"Danyony Pulido","PHI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.07","3.87","7.60","7.53","7.47","","0.0","0.0","sa3015502"
"Marcos Eusebio","HOU","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.11","4.20","8.15","7.53","7.47","","0.0","0.0","sa3009264"
"Mauricio Bascunan","ARI","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.06","3.78","7.47","7.53","7.48","","0.0","0.0","sa3009461"
"Ronald Pereira","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.12","4.44","7.23","8.12","7.51","","0.0","0.0","sa3009717"
"Victor Azor","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.11","4.04","6.92","8.18","7.52","","0.0","0.0","sa3007238"
"Issac Solano","BAL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.06","4.04","7.69","7.44","7.53","","0.0","0.0","sa3011441"
"Joel Baez","DET","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.18","4.06","8.77","7.64","7.56","","0.0","0.0","sa3015289"
"Wellington Nunez","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.09","3.97","7.75","7.63","7.59","","0.0","0.0","sa3006642"
"Christian Paulino","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.25","4.44","9.76","7.40","7.62","","0.0","0.0","sa3009597"
"Tyler Statler","COL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.19","4.02","7.55","8.38","7.68","","0.0","0.0","sa3011537"
"Cesari Moreno","ATL","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.22","4.13","8.96","7.79","7.68","","0.0","0.0","sa3009718"
"Jose Contreras","CLE","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.18","3.85","8.60","7.79","7.72","","0.0","0.0","sa3016229"
"Starlyn Pichardo","CHC","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.20","3.90","8.76","7.93","7.85","","0.0","0.0","sa3016774"
"Thomas Hart","","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.24","3.85","9.14","7.97","7.92","","0.0","0.0","sa3011221"
"Miguel Lar","CIN","0","0","1.0","0","0","0","0","0","1","1","0","0","1","2.11","4.21","7.68","8.12","7.98","","0.0","0.0","sa3005453"
"Chase Lee","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.51","3.78","4.19","4.25","","0.0","0.0","sa3016946"
"Tyler Holton","ARI","0","10","10.0","0","1","0","0","0","10","5","1","9","4","1.37","7.94","3.39","4.12","4.12","","0.0","0.0","26231"
"Daniel Duarte","CIN","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.44","8.98","4.32","4.68","4.69","","0.0","0.0","17480"
"Jace Fry","WSN","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.46","8.62","4.73","4.02","4.27","","0.0","0.1","16159"
"Alberto Baldonado","WSN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.58","4.09","4.36","4.56","","0.0","0.0","11812"
"Jimmy Cordero","NYY","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.60","3.39","4.14","4.22","","0.0","0.0","15690"
"Andrew Misiaszek","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.56","3.94","4.01","4.26","","0.0","0.1","sa3010118"
"Ian Gibaut","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.01","4.04","4.28","4.38","","0.0","0.0","17871"
"Paco Rodríguez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.45","3.24","4.07","4.31","","0.0","0.1","13398"
"Dan Altavilla","BOS","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","9.68","4.42","4.33","4.20","","0.0","0.0","16507"
"R.J. Alaniz","ATL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.72","3.71","4.21","4.18","","0.0","0.0","10819"
"Bryan Hudson","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.47","7.58","4.27","4.14","4.33","","0.0","0.0","sa874984"
"Brendan McCurry","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.54","3.68","4.26","4.30","","0.0","0.0","sa829486"
"Nik Turley","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","9.05","4.06","4.14","4.30","","0.0","0.1","5530"
"Phoenix Sanders","TBR","0","3","3.0","0","0","0","0","0","3","2","0","3","1","1.27","8.23","2.85","3.97","4.04","","0.0","-0.1","20541"
"Jose Marte","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.46","8.79","4.91","4.23","4.47","","0.0","0.0","21761"
"Alex Young","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","8.01","3.20","4.09","4.24","","0.0","0.1","18333"
"Nate Jones","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.36","3.81","4.48","4.51","","0.0","0.0","4696"
"Michael Stryffeler","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.42","9.96","5.04","4.12","4.32","","0.0","0.1","sa3010005"
"Braden Shipley","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.07","3.85","4.13","4.32","","0.0","0.1","15158"
"Tyler Chatwood","","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.46","8.72","4.70","4.07","4.21","","0.0","0.1","4338"
"Justin Hancock","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.84","4.02","4.32","4.31","","0.0","0.0","12316"
"Jesse Biddle","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.71","4.34","4.05","4.21","","0.0","0.1","11437"
"Buddy Boshers","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.52","3.91","4.23","4.32","","0.0","0.0","8490"
"Brandon Eisert","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","8.16","3.47","4.12","4.30","","0.0","0.1","sa3014798"
"Brian McKenna","MIA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","8.50","3.53","4.27","4.33","","0.0","0.0","sa3011767"
"Noe Toribio","PIT","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.00","3.42","4.32","4.33","","0.0","0.0","sa3003041"
"Blake Townsend","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","9.05","4.22","4.06","4.33","","0.0","0.1","sa3010125"
"Alex McRae","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","6.99","3.45","4.48","4.53","","0.0","0.0","16317"
"Austin Adams","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.29","3.79","4.29","4.33","","0.0","0.0","7411"
"Jeremy Jeffress","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.31","3.54","4.28","4.33","","0.0","0.0","9490"
"Javy Guerra","TBR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.32","3.70","4.24","4.28","","0.0","-0.1","17292"
"Ty Buttrey","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.50","3.14","4.21","4.30","","0.0","0.0","14719"
"Tyler Spurlin","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.90","3.62","4.33","4.34","","0.0","0.0","sa739833"
"Greg Holland","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.81","3.96","4.23","4.26","","0.0","-0.1","7196"
"Chris Jefferson","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.47","3.99","4.20","4.35","","0.0","0.0","sa3017816"
"Taylor Rashi","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","8.67","4.37","4.40","4.37","","0.0","0.0","sa3011597"
"Gerardo Reyes","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","9.59","3.99","4.20","4.30","","0.0","0.1","16306"
"Dedniel Núñez","NYM","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.32","8.46","3.53","4.15","4.33","","0.0","0.1","sa3004203"
"Corey Taylor","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.84","3.44","4.23","4.33","","0.0","0.0","sa827144"
"Brett Eibner","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.41","3.64","4.35","4.34","","0.0","0.0","11369"
"Roberto Gómez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.82","3.23","4.37","4.35","","0.0","0.0","12963"
"Luis Vasquez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","8.95","4.35","4.29","4.35","","0.0","0.0","sa393198"
"Dellin Betances","LAD","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.81","3.79","4.23","4.24","","0.0","0.0","6216"
"Justin Maese","ATL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","8.12","4.12","4.30","4.33","","0.0","0.0","sa875002"
"Luis Contreras","MIL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.94","3.84","4.25","4.33","","0.0","0.0","sa3010362"
"John Gorman","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.19","3.58","4.36","4.35","","0.0","0.0","sa602627"
"Ronald Belisario","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","6.81","3.11","4.35","4.35","","0.0","0.0","2203"
"Matt Hardy","MIL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.88","3.63","4.28","4.33","","0.0","0.0","sa3004120"
"Cody Anderson","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.08","3.44","4.35","4.35","","0.0","0.0","12799"
"Josh Osich","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","7.66","3.17","4.24","4.29","","0.0","0.0","11528"
"Chris Mazza","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.73","3.21","4.23","4.28","","0.0","-0.1","14151"
"Fernando Abad","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.32","7.13","2.79","4.04","4.26","","0.0","0.1","4994"
"Eric Torres","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","9.41","4.13","4.13","4.31","","0.0","0.1","sa3017262"
"Andrew Politi","BOS","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.43","3.89","4.43","4.36","","0.0","0.0","sa3007243"
"Yerry Rodriguez","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.44","3.81","4.28","4.32","","0.0","0.0","sa918130"
"Jordan Leasure","LAD","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","9.18","3.86","4.25","4.35","","0.0","0.0","sa3017607"
"Walter Pennington","KCR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.49","6.54","4.03","4.33","4.46","","0.0","0.0","sa3014971"
"Jimmie Sherfy","LAD","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.75","3.56","4.46","4.55","","0.0","0.0","15118"
"Brooks Kriske","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","9.13","4.48","4.46","4.56","","0.0","0.0","21189"
"Chris Lee","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","7.92","4.11","4.20","4.36","","0.0","0.0","sa550044"
"Wilmer Font","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.32","8.38","3.16","4.35","4.36","","0.0","0.0","5257"
"Sammy Solís","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.41","3.70","4.21","4.37","","0.0","0.0","11457"
"Logan Allen","BAL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.60","3.59","4.32","4.58","","0.0","0.0","18555"
"Trey McNutt","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.13","3.45","4.33","4.37","","0.0","0.0","sa502768"
"Ricardo Pinto","DET","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","6.93","3.37","4.31","4.40","","0.0","0.0","16318"
"Vince Arobio","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.04","3.98","4.30","4.37","","0.0","0.0","sa918614"
"Drew Steckenrider","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.32","7.94","3.15","4.26","4.44","","0.0","-0.1","18806"
"Ben Onyshko","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.73","4.14","4.00","4.38","","0.0","0.1","sa3008096"
"Kyle Keller","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","9.04","4.01","4.47","4.57","","0.0","0.0","18890"
"Chase Shugart","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.39","6.45","2.75","4.51","4.38","","0.0","0.0","sa3008548"
"Luke Murphy","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.44","3.69","4.26","4.33","","0.0","0.0","sa3017653"
"Ian Krol","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.70","4.15","4.09","4.27","","0.0","0.1","10066"
"Austin Adams","SDP","0","2","2.0","0","0","0","0","0","2","1","0","3","1","1.37","10.12","4.62","4.10","4.20","","0.0","0.0","13801"
"Sam Gaviglio","LAD","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.16","2.57","4.39","4.37","","0.0","0.0","12778"
"Johan Oviedo","STL","1","8","12.0","1","1","0","0","0","11","6","1","10","5","1.42","7.74","4.00","4.34","4.51","","0.0","0.1","22487"
"Blake Rivera","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.49","7.16","4.29","4.38","4.41","","0.0","0.0","sa3008261"
"Ryan Burr","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","7.93","4.06","4.33","4.38","","0.0","-0.1","17536"
"Juan Nicasio","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","7.66","3.19","4.40","4.38","","0.0","0.0","7731"
"Jonny Venters","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.49","7.43","4.38","4.17","4.38","","0.0","0.0","7175"
"Jacob Barnes","SEA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.82","3.56","4.32","4.32","","0.0","-0.1","12323"
"Chris Rodriguez","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.39","3.90","4.16","4.24","","0.0","0.0","22310"
"Nick Dombkowski","PIT","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.09","3.92","4.25","4.38","","0.0","0.0","sa3017201"
"Scott Copeland","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.19","3.91","4.31","4.38","","0.0","0.0","10706"
"Tom Cosgrove","SDP","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.55","4.05","4.15","4.40","","0.0","0.1","sa915675"
"Alex Claudio","NYM","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","6.37","3.09","4.00","4.27","","0.0","0.1","12890"
"Jordan Mills","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.17","4.07","4.20","4.39","","0.0","0.0","sa738394"
"Wei-Chieh Huang","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","8.65","4.38","4.46","4.42","","0.0","0.0","17508"
"Francisco Liriano","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.92","4.04","4.24","4.39","","0.0","0.0","3201"
"Zach McAllister","STL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.36","8.04","3.52","4.37","4.43","","0.0","0.0","2895"
"Reymin Guduan","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.45","7.40","3.98","4.32","4.47","","0.0","0.0","13058"
"Jimmy Burnette","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","1","1.41","9.46","4.63","4.16","4.37","","0.0","0.1","sa3017367"
"Andrew Istler","WSN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.23","3.75","4.40","4.47","","0.0","0.0","sa827457"
"Logan Verrett","WSN","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.28","6.69","1.99","4.40","4.46","","0.0","0.0","12905"
"Aaron Pinto","CLE","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.37","8.57","3.86","4.27","4.36","","0.0","0.0","sa3006823"
"Jeremiah Estrada","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.96","4.16","4.39","4.43","","0.0","0.0","sa3005339"
"Richard Rodríguez","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.31","7.66","2.64","4.57","4.57","","0.0","0.0","13549"
"Tyler Higgins","SDP","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.89","3.28","4.31","4.41","","0.0","0.0","sa503722"
"Marcus Walden","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.43","6.96","3.56","4.38","4.40","","0.0","0.0","8004"
"Kolton Ingram","LAA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.39","8.46","4.05","4.12","4.36","","0.0","0.1","sa3011149"
"Brandon Waddell","STL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","7.66","4.05","4.19","4.47","","0.0","0.0","18347"
"Jose Rafael De Paula","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.55","4.19","4.33","4.40","","0.0","0.0","sa657482"
"Tony Barnette","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","7.48","2.96","4.42","4.40","","0.0","0.0","3555"
"Seth Elledge","ATL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.92","4.14","4.34","4.36","","0.0","0.0","19766"
"Derek Law","DET","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","7.68","3.84","4.26","4.36","","0.0","0.0","13133"
"Ryan Meisinger","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","8.16","3.96","4.55","4.60","","0.0","0.0","18105"
"Lucas Jacobsen","TEX","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.73","4.19","4.24","4.37","","0.0","0.0","sa918634"
"Dovydas Neverauskas","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.58","3.76","4.37","4.40","","0.0","0.0","11604"
"Max Kranick","PIT","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.13","3.03","4.49","4.62","","0.0","0.0","22175"
"Eduard Bazardo","BOS","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.45","7.68","3.83","4.76","4.62","","0.0","0.0","20997"
"Ian Gardeck","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.44","3.90","4.38","4.41","","0.0","0.0","sa598115"
"Jace Vines","KCR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.50","7.05","4.33","4.49","4.52","","0.0","0.0","sa917985"
"Brad Wilson","TOR","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.15","3.70","4.32","4.39","","0.0","0.0","sa3007247"
"Fernando Rodriguez Jr.","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.41","3.50","4.39","4.43","","0.0","0.0","7558"
"Zack Burdi","WSN","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.42","8.83","4.31","4.59","4.69","","0.0","0.0","19159"
"Jon Olczak","HOU","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.33","7.81","3.18","4.28","4.43","","0.0","0.0","sa875297"
"Jeremy Bleich","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","7.69","3.60","4.28","4.41","","0.0","0.0","9069"
"Thyago Vieira","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.41","8.30","3.98","4.37","4.42","","0.0","0.0","14510"
"Tayron Guerrero","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.42","8.67","4.36","4.34","4.42","","0.0","0.0","11691"
"Tyler Ferguson","ATL","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.44","7.77","3.96","4.39","4.40","","0.0","0.0","sa658964"
"Conner Menez","CHC","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.25","3.95","4.39","4.55","","0.0","0.0","19199"
"Drew Anderson","","0","1","1.0","0","0","0","0","0","1","1","0","1","0","1.38","7.93","3.56","4.59","4.62","","0.0","0.0","15130"
"JJ Santa Cruz","SFG","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.48","7.58","4.29","4.38","4.45","","0.0","0.0","sa3007274"
"Jake Fishman","MIA","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","7.17","3.46","4.16","4.43","","0.0","0.0","sa918699"
"Felipe Paulino","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.35","8.15","3.44","4.33","4.43","","0.0","0.0","3777"
"Breckin Williams","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.40","8.01","3.65","4.42","4.42","","0.0","0.0","sa875020"
"Hyeon-Jong Yang","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.34","7.31","2.90","4.42","4.51","","0.0","0.0","27513"
"Yohander Méndez","","0","1","1.0","0","0","0","0","0","1","0","0","1","0","1.38","8.91","4.14","4.24","4.43","","0.0","0.0","14391"
