"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","playerid"
"Mike Ahmed","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".277",".355",".632",".279","-100","","0.0","0.0","","0.0","0.0","","sa705802"
"Jan Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".266",".368",".634",".279","-100","","0.0","0.0","","0.0","0.0","","sa737639"
"Seaver Whalen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".274",".357",".631",".278","-100","","0.0","0.0","","0.0","0.0","","sa3003939"
"Zack Cozart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".279",".353",".632",".278","-100","","0.0","0.0","","0.0","0.0","","2616"
"Bryant Flete","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".296",".324",".620",".278","-100","","0.0","0.0","","0.0","0.0","","sa657425"
"Angelo Mora","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".282",".348",".631",".278","-100","","0.0","0.0","","0.0","0.0","","sa597177"
"Taylor Grzelakowski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".287",".337",".624",".278","-100","","0.0","0.0","","0.0","0.0","","sa3005298"
"Luis Alexander Basabe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".285",".337",".623",".278","-100","","0.0","0.0","","0.0","0.0","","17839"
"Micah Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".275",".358",".632",".278","-100","","0.0","0.0","","0.0","0.0","","sa3004286"
"Jonathan Lucroy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".294",".327",".621",".278","-100","","0.0","0.0","","0.0","0.0","","7870"
"Cornelius Randolph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".283",".341",".624",".278","-100","","0.0","0.0","","0.0","0.0","","sa874241"
"Dawel Lugo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".277",".359",".636",".278","-100","","0.0","0.0","","0.0","0.0","","14713"
"Gerardo Parra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".291",".333",".624",".278","-100","","0.0","0.0","","0.0","0.0","","8553"
"Rayder Ascanio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".281",".349",".630",".278","-100","","0.0","0.0","","0.0","0.0","","sa735861"
"Shane Robinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".294",".327",".621",".278","-100","","0.0","0.0","","0.0","0.0","","4249"
"Rhett Wiseman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".267",".366",".632",".278","-100","","0.0","0.0","","0.0","0.0","","sa658608"
"Bryan Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".296",".325",".621",".277","-100","","0.0","0.0","","0.0","0.0","","sa885119"
"Josh Phegley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".274",".356",".630",".277","-100","","0.0","0.0","","0.0","0.0","","9308"
"Kevan Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".294",".334",".628",".277","-100","","0.0","0.0","","0.0","0.0","","12284"
"Nick Longhi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".283",".343",".626",".277","-100","","0.0","0.0","","0.0","0.0","","sa738434"
"Jordy Mercer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".282",".346",".628",".277","-100","","0.0","0.0","","0.0","0.0","","6547"
"Adeiny Hechavarria","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".283",".344",".627",".277","-100","","0.0","0.0","","0.0","0.0","","10459"
"Russell Martin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".297",".314",".612",".277","-100","","0.0","0.0","","0.0","0.0","","4616"
"Curtis Granderson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".283",".338",".621",".277","-100","","0.0","0.0","","0.0","0.0","","4747"
"Cristhian Adames","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".287",".335",".621",".277","-100","","0.0","0.0","","0.0","0.0","","6013"
"Leonys Martin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".280",".344",".624",".277","-100","","0.0","0.0","","0.0","0.0","","11846"
"JB Shuck","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".293",".324",".617",".277","-100","","0.0","0.0","","0.0","0.0","","6677"
"Jordan Zimmerman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".276",".353",".629",".277","-100","","0.0","0.0","","0.0","0.0","","sa915727"
"Damek Tomscha","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".275",".352",".627",".277","-100","","0.0","0.0","","0.0","0.0","","sa550391"
"Melvin Novoa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".272",".357",".629",".277","-100","","0.0","0.0","","0.0","0.0","","sa827953"
"Anderson Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".273",".353",".627",".277","-100","","0.0","0.0","","0.0","0.0","","sa857824"
"Mike Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".299",".315",".615",".276","-100","","0.0","0.0","","0.0","0.0","","11241"
"Daniel Lockhart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".283",".338",".622",".276","-100","","0.0","0.0","","0.0","0.0","","sa598065"
"Jonah Arenado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".273",".357",".630",".276","-100","","0.0","0.0","","0.0","0.0","","sa738199"
"Erik Kratz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".279",".346",".625",".276","-100","","0.0","0.0","","0.0","0.0","","4403"
"Andy Sugilio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".283",".343",".626",".276","-100","","0.0","0.0","","0.0","0.0","","sa828414"
"Jake Peter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".291",".322",".613",".276","-100","","0.0","0.0","","0.0","0.0","","sa829115"
"Stephen Alemais","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".296",".319",".615",".276","-100","","0.0","0.0","","0.0","0.0","","sa874070"
"Darnell Sweeney","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".278",".345",".622",".276","-100","","0.0","0.0","","0.0","0.0","","13284"
"Brian McCann","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".282",".338",".620",".276","-100","","0.0","0.0","","0.0","0.0","","4810"
"Bubba Starling","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".273",".353",".627",".276","-100","","0.0","0.0","","0.0","0.0","","13356"
"Bryan Holaday","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".278",".342",".621",".275","-100","","0.0","0.0","","0.0","0.0","","11287"
"Luis Sardinas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".286",".334",".620",".275","-100","","0.0","0.0","","0.0","0.0","","13153"
"Jon Jay","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".289",".330",".620",".275","-100","","0.0","0.0","","0.0","0.0","","5227"
"Kacy Clemens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".276",".341",".617",".275","-100","","0.0","0.0","","0.0","0.0","","sa738624"
"Nick Franklin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".291",".320",".610",".275","-100","","0.0","0.0","","0.0","0.0","","10166"
"Kungkuan Giljegiljaw","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".271",".351",".622",".275","-100","","0.0","0.0","","0.0","0.0","","sa830277"
"Tim Federowicz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".276",".344",".619",".274","-100","","0.0","0.0","","0.0","0.0","","8609"
"Carlos Tocci","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".290",".324",".614",".274","-100","","0.0","0.0","","0.0","0.0","","14558"
"Tyler Saladino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".284",".329",".613",".274","-100","","0.0","0.0","","0.0","0.0","","10807"
"Brennon Lund","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".276",".344",".620",".274","-100","","0.0","0.0","","0.0","0.0","","sa857730"
"Sean Rodríguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".283",".330",".613",".274","-100","","0.0","0.0","","0.0","0.0","","6589"
"Jacob Olson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".273",".350",".623",".274","-100","","0.0","0.0","","0.0","0.0","","sa3010394"
"Mark Reynolds","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".278",".336",".614",".274","-100","","0.0","0.0","","0.0","0.0","","7619"
"Zane Gurwitz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".281",".336",".618",".274","-100","","0.0","0.0","","0.0","0.0","","sa3004062"
"Steve Pearce","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".282",".331",".613",".274","-100","","0.0","0.0","","0.0","0.0","","9957"
"Hunter Pence","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".275",".346",".621",".274","-100","","0.0","0.0","","0.0","0.0","","8252"
"David Vinsky","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".285",".328",".613",".274","-100","","0.0","0.0","","0.0","0.0","","sa1169997"
"Bo Way","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".286",".328",".614",".274","-100","","0.0","0.0","","0.0","0.0","","sa829126"
"Jose Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".290",".321",".611",".274","-100","","0.0","0.0","","0.0","0.0","","sa736960"
"Gabriel Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".272",".348",".620",".274","-100","","0.0","0.0","","0.0","0.0","","sa875999"
"Trey Michalczewski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".271",".348",".619",".273","-100","","0.0","0.0","","0.0","0.0","","sa737859"
"Kyle Overstreet","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".288",".323",".611",".273","-100","","0.0","0.0","","0.0","0.0","","sa827140"
"Tate Matheny","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".345",".619",".273","-100","","0.0","0.0","","0.0","0.0","","sa658567"
"Alen Hanson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".274",".348",".621",".273","-100","","0.0","0.0","","0.0","0.0","","12926"
"Moisés Sierra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".285",".324",".610",".273","-100","","0.0","0.0","","0.0","0.0","","6050"
"Chad Sedio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".277",".340",".617",".273","-100","","0.0","0.0","","0.0","0.0","","sa918611"
"Wynston Sawyer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".282",".330",".611",".273","-100","","0.0","0.0","","0.0","0.0","","sa548430"
"Sherman Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".299",".299",".598",".273","-100","","0.0","0.0","","0.0","0.0","","13906"
"Aaron Knapp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".296",".301",".598",".272","-100","","0.0","0.0","","0.0","0.0","","sa873277"
"Anderson Feliz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".282",".329",".612",".272","-100","","0.0","0.0","","0.0","0.0","","sa505526"
"Charles Tilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".290",".320",".610",".272","-100","","0.0","0.0","","0.0","0.0","","12983"
"Joe DeCarlo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".275",".337",".611",".272","-100","","0.0","0.0","","0.0","0.0","","sa657935"
"Carlos González","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".278",".334",".612",".272","-100","","0.0","0.0","","0.0","0.0","","7287"
"Matt Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".260",".364",".623",".272","-100","","0.0","0.0","","0.0","0.0","","9393"
"Omar Carrizales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".276",".337",".614",".272","-100","","0.0","0.0","","0.0","0.0","","sa736953"
"René Rivera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".266",".351",".617",".272","-100","","0.0","0.0","","0.0","0.0","","3648"
"Lane Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".274",".336",".610",".272","-100","","0.0","0.0","","0.0","0.0","","10767"
"Kyle Marinconz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".286",".322",".608",".272","-100","","0.0","0.0","","0.0","0.0","","sa3007638"
"Kaleo Johnson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".265",".352",".617",".271","-100","","0.0","0.0","","0.0","0.0","","sa3006935"
"Spencer Kieboom","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".287",".315",".603",".271","-100","","0.0","0.0","","0.0","0.0","","13300"
"Tristan Pompey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".290",".310",".600",".271","-100","","0.0","0.0","","0.0","0.0","","sa3008077"
"Kevin Medrano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".282",".331",".613",".271","-100","","0.0","0.0","","0.0","0.0","","sa577957"
"Óscar Hernández","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".270",".342",".612",".271","-100","","0.0","0.0","","0.0","0.0","","13490"
"Matt Winn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".273",".337",".610",".271","-100","","0.0","0.0","","0.0","0.0","","sa858059"
"Michael Osinski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".282",".325",".607",".271","-100","","0.0","0.0","","0.0","0.0","","sa3004298"
"Miguelangel Sierra","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".264",".350",".614",".271","-100","","0.0","0.0","","0.0","0.0","","sa872750"
"Jarett Rindfleisch","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".279",".326",".605",".271","-100","","0.0","0.0","","0.0","0.0","","sa873696"
"Franklin Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".285",".322",".607",".271","-100","","0.0","0.0","","0.0","0.0","","sa830300"
"Braxton Lee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".291",".311",".602",".271","-100","","0.0","0.0","","0.0","0.0","","16839"
"Willie Abreu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".270",".342",".612",".271","-100","","0.0","0.0","","0.0","0.0","","sa738883"
"Demi Orimoloye","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".260",".359",".619",".271","-100","","0.0","0.0","","0.0","0.0","","sa875027"
"Romer Cuadrado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".270",".344",".614",".271","-100","","0.0","0.0","","0.0","0.0","","sa872527"
"ByungHo Park","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".266",".348",".615",".271","-100","","0.0","0.0","","0.0","0.0","","18497"
"Austin Dennis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".281",".327",".608",".270","-100","","0.0","0.0","","0.0","0.0","","sa3007650"
"Jacson McGowan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".269",".342",".612",".270","-100","","0.0","0.0","","0.0","0.0","","sa3006677"
"Ryan Howard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".278",".331",".609",".270","-100","","0.0","0.0","","0.0","0.0","","sa857225"
"Isaac Galloway","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".353",".615",".270","-100","","0.0","0.0","","0.0","0.0","","5238"
"Rafael Bautista","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".275",".335",".610",".270","-100","","0.0","0.0","","0.0","0.0","","15769"
"Jesus Lujano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".277",".332",".609",".270","-100","","0.0","0.0","","0.0","0.0","","sa917197"
"Emilio Bonifácio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".278",".330",".609",".270","-100","","0.0","0.0","","0.0","0.0","","4054"
"Keith Curcio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".274",".337",".611",".270","-100","","0.0","0.0","","0.0","0.0","","sa829045"
"Grégor Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".281",".322",".603",".270","-100","","0.0","0.0","","0.0","0.0","","3123"
"Rubén Tejada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".292",".306",".597",".269","-100","","0.0","0.0","","0.0","0.0","","5519"
"Cliff Pennington","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".290",".307",".597",".269","-100","","0.0","0.0","","0.0","0.0","","3395"
"Chase d'Arnaud","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".276",".327",".603",".269","-100","","0.0","0.0","","0.0","0.0","","6652"
